TEMP,HE_IN_INFL,HE_OUT_INFL,HE_IN_TEMP,HE_OUT_TEMP,HE_IN_PRES,HE_OUT_PRES,HE_LABL
17.125999999999998,565.8982981,628.38,14.0289,17.22,16.30636,18.94027,0
16.96,567.1841757,628.934,13.9916,17.4,16.312520000000003,18.94032,0
16.774,566.5535426,629.74,13.9776,17.22,16.31152,18.94035,0
16.894000000000002,565.6383933999999,629.538,14.0362,17.47,16.31186,18.94033,0
16.872,562.7088522000001,630.668,14.0042,17.12,16.3224,18.94029,0
16.924,564.131386,631.99,13.9557,17.07,16.33372,18.94027,0
16.934,563.3854202,632.868,14.0226,17.29,16.33456,18.94024,0
17.148,564.2049637,631.762,14.012,17.38,16.33532,18.94021,0
17.104,564.1419899,633.122,14.0158,17.4,16.33442,18.94019,0
17.218,565.7218763999999,633.33,14.0076,17.26,16.32478,18.940179999999998,0
17.122,565.0018647,633.862,14.0279,17.29,16.31926,18.94019,0
17.172,564.9647587999999,633.4019999999999,13.9799,17.26,16.31728,18.94023,0
16.948,563.4724631,633.174,14.0351,17.26,16.32302,18.940260000000002,0
17.024,563.7632100999999,632.932,14.0307,17.41,16.31916,18.940279999999998,0
16.996,560.6226315,632.184,14.0552,17.31,16.324,18.940379999999998,0
17.11,561.4595992999999,631.544,13.9954,17.28,16.32016,18.94043,0
16.98,561.5261455,631.274,13.9538,17.51,16.32092,18.9404,0
17.08,563.7523765999999,631.1419999999999,14.0011,17.45,16.312720000000002,18.94043,0
16.89,564.3610285,631.1519999999999,14.0324,17.56,16.32328,18.9404,0
16.774,566.67564,630.484,13.9952,17.14,16.31622,18.94035,0
16.864,566.4008772999999,630.842,14.0302,17.39,16.3133,18.94035,0
16.896,566.4871603999999,631.174,14.0442,17.36,16.311,18.94039,0
16.976,565.5088047999999,631.37,14.0124,17.41,16.315520000000003,18.940360000000002,0
17.054000000000002,563.7634253,630.854,14.0278,17.41,16.31298,18.94044,0
17.046,562.7257897999999,632.0459999999999,14.0309,17.3,16.31936,18.94041,0
16.912,563.2458697000001,632.0219999999999,14.0681,17.27,16.319879999999998,18.940379999999998,0
16.976,563.3011104,631.514,13.9793,17.29,16.315839999999998,18.94031,0
16.982,563.9961394,632.222,14.0148,17.58,16.3127,18.94031,0
16.95,564.5791517000001,632.1759999999999,13.9482,17.22,16.31954,18.94027,0
16.922,565.8837852999999,632.6080000000001,13.9894,17.44,16.31486,18.940260000000002,0
16.848,565.361497,632.868,14.0097,17.41,16.326439999999998,18.94025,0
16.896,565.8254982999999,633.68,14.040999999999999,17.4,16.3215,18.9403,0
16.816,565.8210111000001,634.226,14.0393,17.35,16.32144,18.94027,0
16.766,565.5692701,635.132,13.9358,17.64,16.31372,18.940260000000002,0
16.782,562.1766142999999,633.618,14.0204,17.43,16.31874,18.94034,0
16.852,562.5568007,633.376,13.9917,17.25,16.30786,18.940379999999998,0
16.782,562.2556307,632.8580000000001,14.0638,17.22,16.31456,18.940379999999998,0
16.72,562.7923198,632.086,14.065999999999999,17.38,16.3147,18.94039,0
16.875999999999998,563.9704244,632.216,14.0596,17.36,16.319979999999997,18.94034,0
16.908,563.4807786,632.4540000000001,14.0356,17.38,16.3185,18.94034,0
16.804000000000002,563.2971987999999,631.7280000000001,14.130999999999998,17.34,16.3253,18.940379999999998,0
16.858,563.7226832,631.758,14.0609,17.46,16.33446,18.94037,0
16.86,564.3616832,632.48,14.0222,17.46,16.34146,18.94037,0
16.698,563.4399607999999,631.362,14.1293,17.32,16.3307,18.94046,0
16.644000000000002,563.0223384999999,632.23,14.0476,17.32,16.326220000000003,18.9404,0
16.74,563.2363142999999,632.4259999999999,14.0077,17.45,16.31934,18.9404,0
16.586,562.933474,632.762,14.0848,17.46,16.31182,18.9404,0
16.598,562.2173295,632.212,14.0494,17.48,16.312520000000003,18.9405,0
16.684,561.7638678999999,632.594,14.100999999999999,17.38,16.3248,18.94042,0
16.706,561.2301545,631.852,13.9516,17.39,16.33204,18.94045,0
16.658,561.4290276,631.322,14.0781,17.46,16.3345,18.9404,0
16.834,561.6435875,630.27,14.0456,17.37,16.33054,18.94039,0
16.796,561.7885385,630.144,14.0613,17.4,16.32968,18.94032,0
16.722,561.4285552,630.316,14.1135,17.64,16.323,18.94037,0
16.768,563.0110463,629.372,14.0341,17.62,16.32384,18.940360000000002,0
16.71,563.5163077000001,629.7040000000001,14.0342,17.49,16.33296,18.94042,0
16.53,563.8362742,629.006,14.0321,17.57,16.337979999999998,18.94045,0
16.722,563.9568573,629.03,14.0625,17.34,16.32878,18.94045,0
16.774,563.4770792,629.3340000000001,14.0322,17.31,16.330479999999998,18.94047,0
16.698,563.2366032000001,629.4159999999999,14.0445,17.44,16.3367,18.94049,0
16.772000000000002,563.071332,629.816,14.0773,17.35,16.3303,18.94041,0
16.794,561.9466201,631.24,13.9947,17.61,16.3277,18.94046,0
16.642,561.5493644,631.056,14.091,17.58,16.32242,18.940479999999997,0
16.682000000000002,561.8083058,629.686,14.0127,17.55,16.32866,18.940520000000003,0
16.686,562.0302044,630.89,14.0811,17.62,16.32432,18.94056,0
16.715999999999998,561.9465174,630.714,14.0184,17.22,16.3284,18.94055,0
16.762,560.8208837000001,630.274,14.0659,17.46,16.33734,18.94051,0
16.774,562.4812497,630.552,14.0297,17.58,16.348,18.940479999999997,0
16.644000000000002,562.4627078999999,630.64,14.065999999999999,17.43,16.34214,18.94046,0
16.658,562.4104294,631.052,14.0199,17.43,16.33438,18.94042,0
16.522000000000002,562.341192,629.972,14.0935,17.52,16.3306,18.94046,0
16.434,561.7292686000001,631.15,14.0934,17.55,16.32294,18.94046,0
16.39,562.0212372000001,629.448,14.0446,17.55,16.32102,18.94049,0
16.386,561.9442607999999,629.0419999999999,14.0768,17.6,16.3147,18.940479999999997,0
16.326,563.9998337000001,628.938,14.119000000000002,17.44,16.31878,18.94047,0
16.266,564.2365163,630.076,14.1397,17.6,16.31878,18.940520000000003,0
16.324,563.749516,628.9780000000001,14.0304,17.41,16.32276,18.94054,0
16.312,565.0706361,630.972,14.0228,17.55,16.3272,18.94057,0
16.358,564.9704396000001,631.124,14.0642,17.63,16.3282,18.9406,0
16.368,563.9831181,630.524,14.185,17.49,16.3305,18.940579999999997,0
16.452,562.5318116000001,630.762,13.9949,17.63,16.3379,18.940520000000003,0
16.524,564.2130712999999,631.234,14.0706,17.62,16.33824,18.94053,0
16.648,564.3382335,629.936,14.0842,17.61,16.34354,18.94049,0
16.632,565.0649038,629.7280000000001,14.1225,17.46,16.34072,18.94049,0
16.652,565.2636841,628.816,14.1325,17.7,16.33972,18.94055,0
16.712,565.5094763999999,628.0,14.0576,17.56,16.33174,18.94063,0
16.566,563.0900437000001,627.77,14.1011,17.57,16.33556,18.94061,0
16.465999999999998,563.0918813,628.564,14.0267,17.75,16.3278,18.94063,0
16.366,563.2124835,629.374,14.0683,17.34,16.333879999999997,18.94064,0
16.384,564.3202163999999,630.184,14.0439,17.43,16.3367,18.94059,0
16.382,565.045721,630.1619999999999,14.0515,17.89,16.34196,18.94056,0
16.45,564.7387203,629.91,14.1334,17.4,16.334039999999998,18.94056,0
16.352,564.735728,628.644,14.126,17.67,16.3406,18.94051,0
16.408,566.4594365,628.83,14.0836,17.51,16.3437,18.94054,0
16.312,565.8648419,626.93,14.1525,17.49,16.34714,18.94061,0
16.074,564.2580899000001,626.1419999999999,14.1342,17.59,16.34316,18.94057,0
15.956,564.2860145,625.57,14.0421,17.52,16.347379999999998,18.94059,0
15.972000000000001,563.359625,625.67,14.0576,17.57,16.34698,18.9407,0
15.944,562.0111812000001,625.798,14.0963,17.54,16.35192,18.94066,0
15.958,561.9855931,627.45,14.0882,17.63,16.34534,18.94065,0
16.054000000000002,563.628067,627.702,14.0996,17.8,16.34808,18.94069,0
16.074,563.6758768,627.236,14.1189,17.49,16.34522,18.940720000000002,0
16.078,566.6043569,627.01,14.107000000000001,17.83,16.347820000000002,18.940720000000002,0
15.952,566.6376329,625.4259999999999,14.0922,17.6,16.34946,18.94071,0
15.914000000000001,566.7022996000001,625.03,14.1194,17.58,16.35546,18.94073,0
15.808,566.2766232999999,623.604,14.2083,17.72,16.35834,18.94077,0
15.73,565.3000943,623.536,14.1456,17.74,16.361520000000002,18.94075,0
15.648,562.5542357,624.516,14.1607,17.73,16.362779999999997,18.940720000000002,0
15.794,562.3700042,624.0,14.1489,17.61,16.36284,18.94076,0
15.755999999999998,562.9112077000001,624.254,14.2123,17.58,16.35924,18.94088,0
15.866,563.1777114,625.4680000000001,14.1247,17.72,16.35436,18.940839999999998,0
15.904000000000002,563.1733137,625.906,14.1009,17.68,16.35302,18.9409,0
15.89,563.2025896,625.58,14.2037,17.76,16.3452,18.94089,0
15.738,563.4902264,626.034,14.1808,17.84,16.33928,18.940939999999998,0
15.682,562.7998,625.732,14.1731,17.77,16.338739999999998,18.94086,0
15.582,562.0103283,625.472,14.2348,17.79,16.35248,18.94087,1
15.466,562.0157579,625.018,14.2109,17.89,16.3677,18.94087,1
15.462,562.1557412000001,624.422,14.1676,17.7,16.3757,18.940910000000002,1
15.505999999999998,564.2838849,625.192,14.0809,17.89,16.385479999999998,18.94089,1
15.415999999999999,564.2467482000001,623.626,14.2237,17.86,16.390639999999998,18.940929999999998,1
15.425999999999998,564.4498618,623.354,14.1472,17.85,16.38298,18.941010000000002,1
15.522,564.7293107,623.43,14.157,17.84,16.3789,18.941029999999998,1
15.484000000000002,567.2224636,623.564,14.1805,17.88,16.37818,18.941110000000002,1
15.392000000000001,566.8557771000001,622.61,14.1741,17.86,16.37774,18.941129999999998,1
15.357999999999999,566.9072086,623.756,14.1499,18.03,16.382920000000002,18.941110000000002,1
15.368,567.2281830000001,623.29,14.1373,18.07,16.382179999999998,18.94112,1
15.234000000000002,566.2979679,622.73,14.2527,17.9,16.3855,18.94112,1
15.19,563.672864,621.504,14.2258,18.0,16.37968,18.94109,1
15.22,563.6336758,622.304,14.2252,17.86,16.379479999999997,18.941110000000002,1
15.21,563.8225357999999,622.09,14.2273,17.84,16.3781,18.94114,1
15.15,563.0040107000001,622.096,14.2399,18.03,16.38178,18.94115,1
15.168,562.2977445,621.08,14.2465,18.0,16.37536,18.94116,1
15.2,561.5350081,620.614,14.2945,18.02,16.38478,18.9412,1
15.092,562.9103488,619.976,14.1714,17.85,16.38172,18.94118,1
15.218,563.7859319,618.174,14.2064,18.1,16.37906,18.94118,1
15.262,563.3066297,618.086,14.2662,17.98,16.38664,18.94119,1
15.232000000000001,562.2599956,618.3340000000001,14.1903,18.03,16.39206,18.94117,1
15.11,563.7576455,618.0880000000001,14.3252,18.07,16.39578,18.94115,1
15.106,563.6217232999999,616.312,14.244000000000002,18.15,16.40072,18.941229999999997,1
15.036,564.5111107000001,618.044,14.263,18.12,16.41086,18.94121,1
14.85,565.4332052999999,617.244,14.2727,18.23,16.41206,18.94124,1
14.798,566.0405893999999,617.222,14.2278,18.0,16.41538,18.94134,1
14.76,565.6312343,617.602,14.2801,18.08,16.41638,18.941370000000003,1
14.804,565.7129047000001,617.38,14.2595,18.33,16.42116,18.941370000000003,1
14.702,562.9918506,615.612,14.2577,18.15,16.4201,18.94144,1
14.812000000000001,564.4384941000001,614.664,14.272,18.25,16.418,18.941470000000002,1
17.33,560.0,637.72,13.9128,16.93,16.2905,18.94005,0
17.515,562.4112341,634.405,13.9313,17.24,16.3036,18.939975,0
17.53666667,561.8458693,636.4633332999999,13.9896,17.22,16.2958,18.94005,0
17.525,562.7442424999999,637.4575,13.9608,17.1,16.2973,18.9400125,0
17.474,562.8655593,637.3,14.0252,17.25,16.29518,18.94004,0
17.567999999999998,562.9120234000001,636.486,13.9676,17.05,16.29308,18.940070000000002,0
17.456,562.4969021,637.534,14.0065,17.1,16.28856,18.94014,0
17.494,562.4073387999999,637.002,13.9539,17.2,16.28974,18.94011,0
17.476,562.5789882,637.972,13.9501,17.14,16.286739999999998,18.94015,0
17.42,562.8458337999999,638.366,13.9486,17.21,16.28904,18.94011,0
17.3,562.9127392999999,638.806,14.0129,17.21,16.2968,18.94008,0
17.26,564.16028,638.8380000000001,14.019,17.13,16.29648,18.94001,0
17.172,563.9648682,639.376,14.0153,17.03,16.2941,18.93994,0
17.305999999999997,564.7505758,638.336,13.9546,17.12,16.29448,18.93993,0
17.3,562.9398553999999,638.1519999999999,14.0211,17.17,16.28892,18.93996,0
17.358,562.6513449,637.672,13.9346,17.24,16.28126,18.93994,0
17.512,562.4337357999999,637.33,13.9027,17.13,16.27704,18.94,0
17.63,561.9675035,635.8480000000001,14.0025,17.22,16.283260000000002,18.94006,0
17.492,561.9134472,635.332,14.0177,17.14,16.28622,18.940070000000002,0
17.608,561.7909997,635.754,13.9438,17.14,16.2861,18.94005,0
17.625999999999998,562.2593539,636.378,13.9228,17.04,16.28908,18.940089999999998,0
17.43,562.2239423999999,637.58,13.9767,17.17,16.29064,18.94001,0
17.298,562.2088187,637.254,13.875,17.21,16.288320000000002,18.939970000000002,0
17.272000000000002,561.9089263999999,636.984,13.9867,17.15,16.28494,18.93993,0
17.226,561.7328357999999,636.4119999999999,13.9662,17.19,16.29016,18.93993,0
17.27,561.7546738,636.552,13.923,17.12,16.280520000000003,18.93988,0
17.346,563.0134333,635.94,14.0231,17.03,16.28622,18.93995,0
17.43,562.7683443,636.936,13.9745,16.99,16.28216,18.93998,0
17.432000000000002,562.6721209,637.8580000000001,13.9808,17.11,16.27884,18.94,0
17.456,563.1549437000001,637.79,13.9507,17.2,16.28346,18.93998,0
17.33,563.3830859,636.66,13.9094,17.05,16.30188,18.94,0
17.416,563.8196243,636.866,13.9111,17.12,16.296,18.93995,0
17.332,563.5559429,636.28,13.9615,17.09,16.30336,18.939970000000002,0
17.408,564.88368,636.086,13.9424,17.22,16.31312,18.939970000000002,0
17.322,565.5133357000001,637.1759999999999,13.9255,17.25,16.3126,18.94001,0
17.352,565.3929797000001,639.264,13.9713,17.21,16.298920000000003,18.94003,0
17.382,563.1599953,638.7280000000001,13.9629,17.16,16.29544,18.940089999999998,0
17.355999999999998,561.6369881,638.986,13.9775,17.22,16.29478,18.94008,0
17.386,562.3122176,638.7819999999999,13.9149,17.2,16.28612,18.94008,0
17.445999999999998,565.2950005,637.798,13.9838,17.22,16.28304,18.940089999999998,0
17.426,565.3536137,637.554,13.9874,17.26,16.28598,18.94011,0
17.462,566.1754822,637.398,13.9213,17.14,16.28278,18.94004,0
17.616,566.0373984,637.444,13.915999999999999,17.08,16.28428,18.94008,0
17.612000000000002,564.6600247,637.134,13.9869,17.22,16.29092,18.94012,0
17.605999999999998,565.2067908,638.0880000000001,13.975999999999999,17.17,16.28766,18.94014,0
17.578,565.2160646000001,638.024,13.925999999999998,17.19,16.29042,18.9401,0
17.55,565.1564455,638.3580000000001,13.9646,17.03,16.29656,18.940170000000002,0
17.452,565.3688705,638.3240000000001,13.9795,17.18,16.2901,18.94012,0
17.464000000000002,565.7708691,638.064,13.965,17.18,16.28884,18.94012,0
17.442,564.2589811,637.37,13.9978,17.16,16.29274,18.940070000000002,0
17.494,564.6511106,636.844,13.9306,17.03,16.28748,18.940089999999998,0
17.464000000000002,563.6058730000001,636.294,14.0166,17.09,16.29364,18.94005,0
17.528,563.0624778,636.89,13.9709,16.98,16.29942,18.94011,0
17.458,563.8380268,638.034,14.0533,17.1,16.300079999999998,18.94008,0
17.566,565.2504504999999,637.2719999999999,13.8716,17.18,16.30078,18.9401,0
17.518,564.6266651000001,637.638,13.8897,17.03,16.30476,18.9401,0
17.398,563.7028002999999,638.17,13.8962,17.17,16.303639999999998,18.94015,0
17.3,563.5664198,637.564,13.8991,17.3,16.29606,18.94013,0
17.36,563.7908244,636.614,13.9795,17.17,16.29564,18.9402,0
17.206,563.4883879,637.938,13.9684,17.12,16.29416,18.94022,0
17.324,563.9482717999999,637.17,13.9971,17.09,16.295679999999997,18.94023,0
17.284000000000002,564.5332295,636.966,14.0166,17.27,16.29938,18.94021,0
17.266,564.8356251,636.9259999999999,13.9505,17.17,16.3021,18.940179999999998,0
17.146,565.8296972,636.922,14.0146,17.11,16.30426,18.94012,0
17.264,565.7713404,635.812,13.954,17.34,16.30676,18.94008,0
17.256,565.6134455,636.414,13.9401,17.17,16.309060000000002,18.94011,0
17.416,565.5738299,637.004,13.9544,16.96,16.300420000000003,18.940179999999998,0
17.426,563.8491532,637.61,13.9927,17.16,16.3059,18.94015,0
17.432000000000002,563.6068934,637.528,13.9973,17.33,16.30534,18.94014,0
17.362000000000002,562.9074783,637.196,13.972999999999999,17.26,16.305139999999998,18.94019,0
17.236,562.619017,635.6419999999999,14.0309,17.24,16.30258,18.94013,0
17.2,563.480283,635.2180000000001,13.9385,17.19,16.3076,18.94006,0
17.35,563.9880484,636.08,14.0098,17.15,16.3027,18.9401,0
17.302,564.1872628,636.5459999999999,13.9613,17.25,16.299020000000002,18.9401,0
17.375999999999998,563.0282883,636.408,13.9064,17.09,16.29554,18.94,0
17.387999999999998,563.3934393,637.442,13.9966,16.99,16.28826,18.94005,0
17.38,563.7103005,637.832,13.9538,16.95,16.296,18.94004,0
17.304000000000002,563.9781654,636.59,13.9424,17.12,16.29844,18.94002,0
17.362000000000002,563.1256807,635.8340000000001,13.9851,17.23,16.29842,18.94001,0
17.506,563.0954853999999,636.784,13.94,17.2,16.297320000000003,18.94005,0
17.614,562.8840803999999,636.688,13.9012,17.25,16.30798,18.94002,0
17.602,562.2097511,635.986,14.0278,17.19,16.28856,18.94001,0
17.714000000000002,563.7991603999999,635.832,13.9881,17.13,16.28814,18.940089999999998,0
17.812,563.5007385,636.45,14.0226,17.29,16.288320000000002,18.94015,0
17.686,562.9482486,636.3580000000001,13.9833,17.19,16.289620000000003,18.94013,0
17.614,562.7698862999999,636.8,13.9912,17.27,16.28554,18.94013,0
17.672,563.2167421,637.802,13.9951,17.26,16.296020000000002,18.940070000000002,0
17.57,563.4931533,638.75,13.9817,17.04,16.2931,18.94001,0
17.504,563.2970182999999,638.226,13.9407,17.18,16.29716,18.93995,0
17.386,562.3715965,638.396,14.0534,17.21,16.29652,18.93996,0
17.43,564.3822369,637.726,13.9947,17.15,16.29788,18.93996,0
17.402,564.1481947999999,637.168,13.9917,17.13,16.297220000000003,18.94003,0
17.382,563.5111366,636.8,13.9248,17.24,16.3003,18.940070000000002,0
17.445999999999998,563.5919744,637.904,13.9539,17.38,16.298939999999998,18.9401,0
17.512,563.3857451,636.5459999999999,14.0279,17.06,16.29596,18.940170000000002,0
17.348,564.4755592,637.168,13.9959,17.07,16.2894,18.94012,0
17.302,564.6487923,636.896,14.005,17.19,16.29506,18.94012,0
17.382,564.0804987,637.316,14.0108,17.21,16.29726,18.94011,0
17.334,564.0906821000001,636.75,14.0097,17.13,16.29934,18.94013,0
17.262,561.6387556,637.506,14.0272,17.21,16.30602,18.94008,0
17.41,562.2066308999999,637.976,13.9781,17.37,16.30876,18.940089999999998,0
17.375999999999998,562.3571126,638.068,14.0705,17.19,16.30576,18.9401,0
17.264,562.224437,638.97,13.9216,17.23,16.306420000000003,18.940170000000002,0
17.2,562.3635502999999,639.74,13.9731,17.26,16.30358,18.94012,0
17.22,563.1380328,640.77,13.9745,17.32,16.30256,18.94014,0
17.162,564.5121092999999,639.464,14.0262,17.32,16.3004,18.94022,0
17.22,564.2379677,639.498,14.0293,17.16,16.29382,18.94015,0
17.202,562.6039547,637.924,13.9625,17.23,16.29042,18.940070000000002,0
17.166,563.2457017999999,638.59,13.929,17.28,16.2909,18.94019,0
17.198,563.6464119,638.4680000000001,13.9847,17.31,16.28424,18.94024,0
17.24,563.9102276000001,639.3380000000001,13.9376,17.18,16.29844,18.940170000000002,0
17.218,564.8368502000001,639.7719999999999,13.972000000000001,17.37,16.304479999999998,18.94022,0
17.184,566.2776213999999,640.6519999999999,14.0474,17.23,16.3048,18.9402,0
17.21,566.0555289,639.314,13.9705,17.19,16.30596,18.940089999999998,0
17.176,565.9195169,639.002,14.0133,17.14,16.3105,18.94003,0
17.208,565.1258882000001,640.4680000000001,13.9839,17.01,16.29966,18.94001,0
17.24,562.9113863,640.7,13.954,17.23,16.30646,18.94002,0
17.266,560.9547512999999,640.678,14.0099,17.11,16.30128,18.94002,0
17.282,560.9916501,641.3380000000001,14.0187,17.24,16.303620000000002,18.94001,0
17.186,561.1791394999999,640.864,13.9439,17.22,16.29794,18.94005,0
17.152,561.2454597999999,639.966,13.9152,17.28,16.30272,18.94004,0
17.066,562.1135586,639.184,14.0527,17.23,16.291079999999997,18.94003,0
17.048,562.2412653,637.948,14.0323,17.21,16.29412,18.94006,0
17.134,562.2699052999999,636.746,13.9926,17.06,16.29038,18.9401,0
17.256,563.6116103999999,638.106,13.9794,17.31,16.2973,18.94006,0
17.184,563.6134983,637.286,14.0341,17.28,16.29948,18.94006,0
17.232,562.509476,636.976,14.0081,17.21,16.31334,18.94004,0
17.276,562.7238704,638.474,13.9734,17.2,16.31756,18.94001,0
17.186,562.9387531000001,639.212,14.0025,17.23,16.3163,18.94004,0
17.22,562.9943480000001,638.19,14.0998,17.26,16.31896,18.94002,0
17.304000000000002,562.961709,639.1519999999999,13.9426,17.36,16.315579999999997,18.940070000000002,0
17.314,563.4395348999999,640.32,13.9878,17.12,16.3081,18.94021,0
17.184,563.5639472,639.962,13.9387,17.18,16.30722,18.94024,0
17.136,562.2487841,640.6,14.062000000000001,17.17,16.3037,18.94019,0
17.082,564.1309163999999,638.976,14.0456,17.34,16.302960000000002,18.94021,0
16.98,564.0391274,639.102,14.0267,17.09,16.29926,18.94025,0
16.972,563.904587,638.146,14.0679,17.39,16.29102,18.94013,0
16.976,564.6161651000001,637.54,13.9895,17.16,16.29244,18.94008,0
17.108,564.2788642999999,636.952,14.0087,17.3,16.294620000000002,18.94012,0
17.18,564.1507493,638.972,14.0314,17.32,16.297320000000003,18.9402,0
17.308,564.1235518999999,638.016,14.0325,17.43,16.30462,18.9402,0
17.302,564.2883703,637.714,14.0127,17.3,16.30954,18.94027,0
17.302,563.0981414,637.8480000000001,14.0049,17.3,16.31164,18.94031,0
17.202,563.3991543,638.0740000000001,14.0121,17.32,16.30998,18.940279999999998,0
17.09,561.24329,639.3919999999999,14.0353,17.33,16.30446,18.940160000000002,0
16.99,563.8605725,639.972,14.0509,17.3,16.30086,18.940160000000002,0
16.936,563.6420571000001,640.08,13.9458,17.48,16.300060000000002,18.94013,0
17.104,563.6073577999999,640.52,13.982999999999999,17.31,16.29802,18.94012,0
17.055999999999997,563.0937243,640.038,14.0441,17.31,16.2987,18.94013,0
17.114,562.6265338,638.474,13.9374,17.15,16.30286,18.940170000000002,0
17.17,561.1382794,639.0840000000001,13.9831,17.33,16.30484,18.9401,0
17.2,561.9860312000001,639.56,14.009,17.25,16.309379999999997,18.94011,0
17.05,562.3996146000001,638.394,13.9752,17.29,16.31206,18.940179999999998,0
17.118,562.2722742000001,638.114,14.1328,17.23,16.31788,18.94015,0
17.055999999999997,562.1804289,639.654,13.9745,17.23,16.31496,18.9402,0
17.028,562.3462523,638.908,13.9913,17.31,16.313,18.940260000000002,0
17.066,564.2161618,640.124,14.0063,17.45,16.31328,18.94027,0
17.166,564.2103467999999,641.33,14.0468,17.45,16.31452,18.9402,0
17.164,563.8736391,641.6080000000001,13.9971,17.26,16.31406,18.94023,0
17.174,563.1957659,641.164,14.0972,17.46,16.31372,18.94024,0
17.137999999999998,563.1957659,641.2919999999999,13.9632,17.19,16.32424,18.94025,0
17.105999999999998,562.1530676,639.64,14.0123,17.42,16.31628,18.94024,0
16.952,561.9766563,640.034,13.962,17.29,16.307879999999997,18.9403,0
16.86,562.6648207999999,640.0319999999999,14.055,17.32,16.3112,18.94025,0
16.924,562.8120669,638.122,14.0296,17.39,16.31232,18.94021,0
16.924,562.6100958,638.502,13.9426,17.43,16.30252,18.94019,0
16.928,562.4544185,641.26,13.9535,17.39,16.31296,18.94014,0
16.996,562.6390812999999,639.854,14.0401,17.3,16.321460000000002,18.9401,0
17.002,562.3788716,640.526,14.0606,17.33,16.31966,18.940170000000002,0
17.018,563.9603194,641.748,14.0593,17.35,16.319879999999998,18.940170000000002,0
17.004,563.9633357000001,641.984,14.1034,17.34,16.3182,18.940170000000002,0
